FirstName,LastName,Username,Email,Password,DateOfBirth,PhoneNumber,Address,City,AcademicProgram
Duc,Huynh,duc.huynh1396,duc.huynh1396@student.sims.edu,,2005-02-27,555-3087,952 Tran Phu,Hue,Business
Bao,Hoang,bao.hoang1397,bao.hoang1397@student.sims.edu,,2002-07-03,555-8133,421 Nguyen Hue,Hue,Physics
Vy,Hoang,vy.hoang1398,vy.hoang1398@student.sims.edu,,2001-06-22,555-3269,782 Hai Ba Trung,Hue,Information Technology
Tam,Vo,tam.vo1399,tam.vo1399@student.sims.edu,,2003-02-06,555-6338,127 Hai Ba Trung,Nha Trang,Physics
Linh,Pham,linh.pham1400,linh.pham1400@student.sims.edu,,2003-11-19,555-8405,130 Hai Ba Trung,Hai Phong,Business
Lan,Huynh,lan.huynh1401,lan.huynh1401@student.sims.edu,,2003-10-25,555-7880,380 Tran Phu,Da Nang,Electronics
Nam,Tran,nam.tran1402,nam.tran1402@student.sims.edu,,2002-11-13,555-4441,210 Nguyen Hue,Hue,Physics
Dung,Dang,dung.dang1403,dung.dang1403@student.sims.edu,,2004-09-18,555-3827,13 Hai Ba Trung,Nha Trang,Computer Science
Son,Huynh,son.huynh1404,son.huynh1404@student.sims.edu,,2001-08-04,555-5491,920 Tran Phu,Nha Trang,Information Technology
Son,Bui,son.bui1405,son.bui1405@student.sims.edu,,2002-06-05,555-6923,689 Le Loi,Ho Chi Minh,Electronics
Quang,Dang,quang.dang1406,quang.dang1406@student.sims.edu,,2004-02-12,555-6569,582 Tran Phu,Nha Trang,Information Technology
Trang,Ly,trang.ly1407,trang.ly1407@student.sims.edu,,2003-07-22,555-2261,875 Hai Ba Trung,Ha Noi,Physics
Mai,Hoang,mai.hoang1408,mai.hoang1408@student.sims.edu,,2001-05-20,555-3466,188 Tran Phu,Ha Noi,Physics
Binh,Nguyen,binh.nguyen1409,binh.nguyen1409@student.sims.edu,,2004-02-28,555-6255,739 Hai Ba Trung,Ho Chi Minh,Electronics
Hai,Do,hai.do1410,hai.do1410@student.sims.edu,,2001-03-13,555-4316,584 Hai Ba Trung,Can Tho,Physics
Hung,Pham,hung.pham1411,hung.pham1411@student.sims.edu,,2002-09-11,555-6216,864 Nguyen Hue,Ha Noi,Physics
Yen,Ngo,yen.ngo1412,yen.ngo1412@student.sims.edu,,2004-03-07,555-9588,322 Hai Ba Trung,Ho Chi Minh,Information Technology
Hoa,Vu,hoa.vu1413,hoa.vu1413@student.sims.edu,,2001-07-26,555-9236,139 Tran Phu,Nha Trang,Information Technology
Binh,Ly,binh.ly1414,binh.ly1414@student.sims.edu,,2005-06-01,555-4810,295 Hai Ba Trung,Can Tho,Mathematics
Giang,Huynh,giang.huynh1415,giang.huynh1415@student.sims.edu,,2001-10-17,555-8534,273 Hai Ba Trung,Hue,Business
Minh,Vo,minh.vo1416,minh.vo1416@student.sims.edu,,2005-08-24,555-2634,792 Hai Ba Trung,Da Nang,Physics
Vy,Duong,vy.duong1417,vy.duong1417@student.sims.edu,,2003-06-13,555-8292,97 Le Loi,Hai Phong,Business
Duc,Vo,duc.vo1418,duc.vo1418@student.sims.edu,,2001-03-17,555-9847,196 Hai Ba Trung,Nha Trang,Business
Hoa,Nguyen,hoa.nguyen1419,hoa.nguyen1419@student.sims.edu,,2003-06-16,555-1341,464 Hai Ba Trung,Hai Phong,Physics
Giang,Pham,giang.pham1420,giang.pham1420@student.sims.edu,,2003-04-08,555-4056,241 Le Loi,Can Tho,Mathematics
Thu,Pham,thu.pham1421,thu.pham1421@student.sims.edu,,2001-05-08,555-1634,592 Le Loi,Hai Phong,Electronics
Dung,Duong,dung.duong1422,dung.duong1422@student.sims.edu,,2005-07-16,555-5790,637 Hai Ba Trung,Ha Noi,Computer Science
Vy,Vo,vy.vo1423,vy.vo1423@student.sims.edu,,2003-07-20,555-4588,395 Tran Phu,Nha Trang,Information Technology
Hai,Dang,hai.dang1424,hai.dang1424@student.sims.edu,,2005-05-06,555-3960,363 Hai Ba Trung,Nha Trang,Physics
Khanh,Vu,khanh.vu1425,khanh.vu1425@student.sims.edu,,2005-03-01,555-6195,234 Hai Ba Trung,Da Nang,Mathematics
Bao,Vu,bao.vu1426,bao.vu1426@student.sims.edu,,2004-04-25,555-1204,215 Nguyen Hue,Ho Chi Minh,Electronics
Yen,Ngo,yen.ngo1427,yen.ngo1427@student.sims.edu,,2005-12-27,555-2612,389 Nguyen Hue,Nha Trang,Physics
Quang,Le,quang.le1428,quang.le1428@student.sims.edu,,2005-09-12,555-7213,568 Tran Phu,Nha Trang,Electronics
Nga,Ngo,nga.ngo1429,nga.ngo1429@student.sims.edu,,2003-03-28,555-8679,105 Hai Ba Trung,Da Nang,Mathematics
Quyen,Vu,quyen.vu1430,quyen.vu1430@student.sims.edu,,2004-01-12,555-1904,244 Tran Phu,Ha Noi,Electronics
Binh,Vo,binh.vo1431,binh.vo1431@student.sims.edu,,2004-09-18,555-4819,878 Nguyen Hue,Da Nang,Computer Science
Nam,Ho,nam.ho1432,nam.ho1432@student.sims.edu,,2002-01-06,555-2753,766 Nguyen Hue,Ho Chi Minh,Information Technology
Minh,Ngo,minh.ngo1433,minh.ngo1433@student.sims.edu,,2001-06-14,555-4375,104 Tran Phu,Hai Phong,Physics
Trang,Pham,trang.pham1434,trang.pham1434@student.sims.edu,,2001-09-07,555-2361,797 Le Loi,Can Tho,Electronics
Ngoc,Hoang,ngoc.hoang1435,ngoc.hoang1435@student.sims.edu,,2002-03-20,555-4204,564 Nguyen Hue,Ha Noi,Information Technology
Binh,Nguyen,binh.nguyen1436,binh.nguyen1436@student.sims.edu,,2001-10-14,555-8279,663 Tran Phu,Da Nang,Mathematics
Nga,Hoang,nga.hoang1437,nga.hoang1437@student.sims.edu,,2005-10-17,555-6861,234 Tran Phu,Ho Chi Minh,Business
Ha,Huynh,ha.huynh1438,ha.huynh1438@student.sims.edu,,2002-02-14,555-2205,582 Hai Ba Trung,Nha Trang,Information Technology
Binh,Ngo,binh.ngo1439,binh.ngo1439@student.sims.edu,,2001-10-24,555-1518,555 Tran Phu,Ho Chi Minh,Business
Chi,Bui,chi.bui1440,chi.bui1440@student.sims.edu,,2002-09-12,555-6450,924 Tran Phu,Da Nang,Physics
Linh,Ngo,linh.ngo1441,linh.ngo1441@student.sims.edu,,2003-06-16,555-4697,944 Hai Ba Trung,Ho Chi Minh,Electronics
Thao,Hoang,thao.hoang1442,thao.hoang1442@student.sims.edu,,2005-08-10,555-2912,296 Le Loi,Ho Chi Minh,Mathematics
Son,Le,son.le1443,son.le1443@student.sims.edu,,2005-03-05,555-4523,260 Hai Ba Trung,Hai Phong,Electronics
Nga,Ly,nga.ly1444,nga.ly1444@student.sims.edu,,2001-02-07,555-6502,494 Tran Phu,Da Nang,Information Technology
Mai,Bui,mai.bui1445,mai.bui1445@student.sims.edu,,2003-09-15,555-5901,91 Le Loi,Hai Phong,Computer Science
Lan,Ly,lan.ly1446,lan.ly1446@student.sims.edu,,2001-04-25,555-1991,591 Nguyen Hue,Ha Noi,Information Technology
Nga,Duong,nga.duong1447,nga.duong1447@student.sims.edu,,2003-05-08,555-1610,585 Hai Ba Trung,Nha Trang,Physics
Binh,Do,binh.do1448,binh.do1448@student.sims.edu,,2004-08-08,555-7441,481 Hai Ba Trung,Hai Phong,Electronics
Chi,Huynh,chi.huynh1449,chi.huynh1449@student.sims.edu,,2004-05-20,555-3950,219 Tran Phu,Ha Noi,Physics
Tuan,Duong,tuan.duong1450,tuan.duong1450@student.sims.edu,,2005-10-03,555-9991,382 Tran Phu,Ha Noi,Computer Science
Nga,Do,nga.do1451,nga.do1451@student.sims.edu,,2002-12-19,555-1296,88 Nguyen Hue,Da Nang,Business
Lan,Duong,lan.duong1452,lan.duong1452@student.sims.edu,,2005-07-24,555-7957,44 Le Loi,Ho Chi Minh,Computer Science
Minh,Ngo,minh.ngo1453,minh.ngo1453@student.sims.edu,,2004-02-04,555-5475,759 Nguyen Hue,Can Tho,Business
Yen,Ly,yen.ly1454,yen.ly1454@student.sims.edu,,2002-03-21,555-4111,42 Tran Phu,Nha Trang,Electronics
Linh,Dang,linh.dang1455,linh.dang1455@student.sims.edu,,2003-01-06,555-4686,144 Tran Phu,Hue,Information Technology
Nga,Nguyen,nga.nguyen1456,nga.nguyen1456@student.sims.edu,,2002-03-18,555-1455,849 Le Loi,Hai Phong,Mathematics
Son,Huynh,son.huynh1457,son.huynh1457@student.sims.edu,,2004-04-25,555-9600,180 Tran Phu,Ha Noi,Physics
Lan,Ngo,lan.ngo1458,lan.ngo1458@student.sims.edu,,2005-03-20,555-2113,305 Le Loi,Da Nang,Physics
Hoa,Ho,hoa.ho1459,hoa.ho1459@student.sims.edu,,2005-10-22,555-7101,138 Hai Ba Trung,Nha Trang,Mathematics
Chi,Duong,chi.duong1460,chi.duong1460@student.sims.edu,,2004-11-20,555-9146,52 Nguyen Hue,Hai Phong,Electronics
Quyen,Ly,quyen.ly1461,quyen.ly1461@student.sims.edu,,2001-10-20,555-1058,725 Tran Phu,Hai Phong,Electronics
Hai,Duong,hai.duong1462,hai.duong1462@student.sims.edu,,2002-05-23,555-7946,746 Le Loi,Can Tho,Computer Science
Bao,Bui,bao.bui1463,bao.bui1463@student.sims.edu,,2001-07-18,555-4739,635 Le Loi,Ho Chi Minh,Physics
Son,Huynh,son.huynh1464,son.huynh1464@student.sims.edu,,2003-03-24,555-7621,759 Hai Ba Trung,Ha Noi,Business
Trang,Do,trang.do1465,trang.do1465@student.sims.edu,,2001-05-10,555-7856,521 Le Loi,Ho Chi Minh,Electronics
An,Vu,an.vu1466,an.vu1466@student.sims.edu,,2003-03-20,555-6307,353 Tran Phu,Can Tho,Computer Science
Duc,Nguyen,duc.nguyen1467,duc.nguyen1467@student.sims.edu,,2004-12-01,555-4929,127 Le Loi,Hai Phong,Physics
Mai,Vu,mai.vu1468,mai.vu1468@student.sims.edu,,2004-11-15,555-1689,63 Hai Ba Trung,Da Nang,Physics
Trang,Le,trang.le1469,trang.le1469@student.sims.edu,,2002-08-12,555-7308,290 Nguyen Hue,Nha Trang,Computer Science
Quyen,Pham,quyen.pham1470,quyen.pham1470@student.sims.edu,,2004-05-25,555-3254,63 Tran Phu,Ha Noi,Mathematics
Chi,Ly,chi.ly1471,chi.ly1471@student.sims.edu,,2003-05-04,555-6872,69 Nguyen Hue,Hue,Electronics
Nam,Hoang,nam.hoang1472,nam.hoang1472@student.sims.edu,,2002-02-24,555-4351,589 Le Loi,Can Tho,Information Technology
Linh,Nguyen,linh.nguyen1473,linh.nguyen1473@student.sims.edu,,2002-05-28,555-4696,407 Le Loi,Can Tho,Electronics
Trang,Hoang,trang.hoang1474,trang.hoang1474@student.sims.edu,,2004-01-11,555-2425,192 Tran Phu,Da Nang,Business
Quyen,Bui,quyen.bui1475,quyen.bui1475@student.sims.edu,,2004-12-13,555-6263,88 Le Loi,Can Tho,Electronics
Mai,Vu,mai.vu1476,mai.vu1476@student.sims.edu,,2001-07-22,555-8586,115 Nguyen Hue,Ha Noi,Mathematics
Thu,Tran,thu.tran1477,thu.tran1477@student.sims.edu,,2005-03-07,555-1730,713 Nguyen Hue,Nha Trang,Information Technology
Hoa,Huynh,hoa.huynh1478,hoa.huynh1478@student.sims.edu,,2001-12-06,555-9098,834 Tran Phu,Ho Chi Minh,Business
Phong,Tran,phong.tran1479,phong.tran1479@student.sims.edu,,2004-05-19,555-1491,258 Hai Ba Trung,Ha Noi,Business
Mai,Hoang,mai.hoang1480,mai.hoang1480@student.sims.edu,,2002-06-12,555-2084,767 Le Loi,Can Tho,Business
Duc,Tran,duc.tran1481,duc.tran1481@student.sims.edu,,2004-12-05,555-8127,684 Le Loi,Da Nang,Computer Science
Nam,Do,nam.do1482,nam.do1482@student.sims.edu,,2002-02-12,555-1637,624 Hai Ba Trung,Da Nang,Physics
Thu,Ly,thu.ly1483,thu.ly1483@student.sims.edu,,2002-11-13,555-5439,743 Le Loi,Ho Chi Minh,Computer Science
Nam,Nguyen,nam.nguyen1484,nam.nguyen1484@student.sims.edu,,2003-02-24,555-6982,5 Le Loi,Can Tho,Computer Science
Hai,Pham,hai.pham1485,hai.pham1485@student.sims.edu,,2001-10-07,555-4612,481 Le Loi,Da Nang,Mathematics
Binh,Hoang,binh.hoang1486,binh.hoang1486@student.sims.edu,,2004-11-08,555-3179,564 Tran Phu,Ha Noi,Business
Linh,Vu,linh.vu1487,linh.vu1487@student.sims.edu,,2003-06-18,555-4859,186 Le Loi,Hue,Physics
Chi,Pham,chi.pham1488,chi.pham1488@student.sims.edu,,2004-01-22,555-4044,396 Hai Ba Trung,Hue,Information Technology
Son,Dang,son.dang1489,son.dang1489@student.sims.edu,,2004-01-19,555-7438,345 Le Loi,Ho Chi Minh,Business
Duc,Ly,duc.ly1490,duc.ly1490@student.sims.edu,,2005-09-09,555-6708,237 Tran Phu,Hai Phong,Mathematics
Ha,Vo,ha.vo1491,ha.vo1491@student.sims.edu,,2003-09-08,555-4923,853 Hai Ba Trung,Ho Chi Minh,Physics
Thao,Hoang,thao.hoang1492,thao.hoang1492@student.sims.edu,,2002-07-25,555-8126,608 Hai Ba Trung,Can Tho,Computer Science
Hung,Nguyen,hung.nguyen1493,hung.nguyen1493@student.sims.edu,,2001-01-27,555-1364,418 Hai Ba Trung,Can Tho,Computer Science
Son,Vu,son.vu1494,son.vu1494@student.sims.edu,,2005-07-24,555-6489,604 Tran Phu,Ha Noi,Computer Science
Quyen,Dang,quyen.dang1495,quyen.dang1495@student.sims.edu,,2004-04-21,555-2057,858 Hai Ba Trung,Da Nang,Physics
Giang,Bui,giang.bui1496,giang.bui1496@student.sims.edu,,2004-12-06,555-3838,954 Tran Phu,Nha Trang,Computer Science
Binh,Ngo,binh.ngo1497,binh.ngo1497@student.sims.edu,,2005-05-14,555-4094,379 Nguyen Hue,Hai Phong,Information Technology
Dung,Do,dung.do1498,dung.do1498@student.sims.edu,,2004-05-14,555-3066,839 Le Loi,Hue,Electronics
Hoa,Bui,hoa.bui1499,hoa.bui1499@student.sims.edu,,2005-04-05,555-8052,722 Le Loi,Nha Trang,Electronics
Hoa,Dang,hoa.dang1500,hoa.dang1500@student.sims.edu,,2001-04-28,555-9290,976 Tran Phu,Ha Noi,Computer Science
Linh,Vu,linh.vu1501,linh.vu1501@student.sims.edu,,2002-01-25,555-4822,646 Le Loi,Hai Phong,Information Technology
Tuan,Pham,tuan.pham1502,tuan.pham1502@student.sims.edu,,2003-02-27,555-9993,99 Tran Phu,Nha Trang,Mathematics
Tuan,Ngo,tuan.ngo1503,tuan.ngo1503@student.sims.edu,,2002-10-13,555-2658,13 Hai Ba Trung,Nha Trang,Physics
Giang,Vu,giang.vu1504,giang.vu1504@student.sims.edu,,2003-04-01,555-5046,414 Tran Phu,Hai Phong,Business
Bao,Dang,bao.dang1505,bao.dang1505@student.sims.edu,,2003-02-05,555-9192,918 Hai Ba Trung,Nha Trang,Electronics
Son,Duong,son.duong1506,son.duong1506@student.sims.edu,,2003-10-20,555-6604,433 Tran Phu,Nha Trang,Information Technology
Trang,Duong,trang.duong1507,trang.duong1507@student.sims.edu,,2001-03-15,555-4185,272 Tran Phu,Ha Noi,Computer Science
Vy,Huynh,vy.huynh1508,vy.huynh1508@student.sims.edu,,2005-11-21,555-2681,61 Le Loi,Nha Trang,Computer Science
Ngoc,Hoang,ngoc.hoang1509,ngoc.hoang1509@student.sims.edu,,2005-04-24,555-9125,922 Nguyen Hue,Hue,Business
Linh,Tran,linh.tran1510,linh.tran1510@student.sims.edu,,2001-05-20,555-1622,822 Nguyen Hue,Nha Trang,Business
Phong,Bui,phong.bui1511,phong.bui1511@student.sims.edu,,2001-07-26,555-2933,27 Nguyen Hue,Nha Trang,Physics
Thu,Dang,thu.dang1512,thu.dang1512@student.sims.edu,,2001-06-19,555-7238,858 Le Loi,Hue,Computer Science
Hai,Ngo,hai.ngo1513,hai.ngo1513@student.sims.edu,,2004-01-19,555-4049,227 Le Loi,Ho Chi Minh,Information Technology
Nam,Dang,nam.dang1514,nam.dang1514@student.sims.edu,,2005-09-16,555-5733,137 Le Loi,Can Tho,Physics
Khanh,Ly,khanh.ly1515,khanh.ly1515@student.sims.edu,,2001-12-18,555-2697,304 Le Loi,Da Nang,Mathematics
Khanh,Ho,khanh.ho1516,khanh.ho1516@student.sims.edu,,2005-03-17,555-3420,80 Le Loi,Ho Chi Minh,Information Technology
Ngoc,Ho,ngoc.ho1517,ngoc.ho1517@student.sims.edu,,2005-03-15,555-5241,244 Hai Ba Trung,Hue,Business
Phong,Huynh,phong.huynh1518,phong.huynh1518@student.sims.edu,,2002-05-24,555-8412,531 Tran Phu,Da Nang,Information Technology
Hung,Pham,hung.pham1519,hung.pham1519@student.sims.edu,,2002-03-21,555-8702,879 Le Loi,Da Nang,Mathematics
Chi,Bui,chi.bui1520,chi.bui1520@student.sims.edu,,2005-09-19,555-3391,169 Nguyen Hue,Da Nang,Mathematics
Tuan,Vo,tuan.vo1521,tuan.vo1521@student.sims.edu,,2001-04-18,555-9000,676 Hai Ba Trung,Hue,Electronics
Bao,Dang,bao.dang1522,bao.dang1522@student.sims.edu,,2002-09-19,555-6651,483 Tran Phu,Ha Noi,Business
Thao,Dang,thao.dang1523,thao.dang1523@student.sims.edu,,2004-02-16,555-7293,407 Hai Ba Trung,Ha Noi,Information Technology
Phong,Le,phong.le1524,phong.le1524@student.sims.edu,,2002-02-04,555-1740,259 Nguyen Hue,Hue,Mathematics
Tam,Ngo,tam.ngo1525,tam.ngo1525@student.sims.edu,,2004-01-09,555-1971,942 Nguyen Hue,Ha Noi,Electronics
An,Ngo,an.ngo1526,an.ngo1526@student.sims.edu,,2005-08-16,555-9153,461 Hai Ba Trung,Hai Phong,Electronics
Khanh,Nguyen,khanh.nguyen1527,khanh.nguyen1527@student.sims.edu,,2005-08-02,555-3820,180 Nguyen Hue,Can Tho,Computer Science
Minh,Le,minh.le1528,minh.le1528@student.sims.edu,,2003-10-07,555-2770,496 Nguyen Hue,Da Nang,Computer Science
Hung,Tran,hung.tran1529,hung.tran1529@student.sims.edu,,2003-09-22,555-6550,475 Nguyen Hue,Can Tho,Physics
Linh,Huynh,linh.huynh1530,linh.huynh1530@student.sims.edu,,2002-03-23,555-8977,514 Le Loi,Ha Noi,Computer Science
Minh,Huynh,minh.huynh1531,minh.huynh1531@student.sims.edu,,2001-09-17,555-5545,111 Le Loi,Nha Trang,Electronics
Thu,Vu,thu.vu1532,thu.vu1532@student.sims.edu,,2004-03-21,555-9424,93 Le Loi,Nha Trang,Physics
An,Nguyen,an.nguyen1533,an.nguyen1533@student.sims.edu,,2003-03-04,555-7606,173 Hai Ba Trung,Hai Phong,Business
Chi,Bui,chi.bui1534,chi.bui1534@student.sims.edu,,2005-05-01,555-4455,132 Tran Phu,Da Nang,Business
Hoa,Hoang,hoa.hoang1535,hoa.hoang1535@student.sims.edu,,2003-03-07,555-1395,354 Tran Phu,Hai Phong,Business
Dung,Le,dung.le1536,dung.le1536@student.sims.edu,,2004-01-18,555-3903,718 Tran Phu,Da Nang,Mathematics
Hoa,Le,hoa.le1537,hoa.le1537@student.sims.edu,,2004-03-25,555-4524,261 Tran Phu,Nha Trang,Computer Science
Bao,Pham,bao.pham1538,bao.pham1538@student.sims.edu,,2005-06-26,555-2130,259 Le Loi,Hai Phong,Physics
Bao,Dang,bao.dang1539,bao.dang1539@student.sims.edu,,2003-01-07,555-5351,865 Hai Ba Trung,Can Tho,Mathematics
Mai,Ho,mai.ho1540,mai.ho1540@student.sims.edu,,2002-10-10,555-1690,277 Tran Phu,Hue,Mathematics
Lan,Le,lan.le1541,lan.le1541@student.sims.edu,,2001-05-11,555-3866,124 Tran Phu,Hai Phong,Information Technology
Tuan,Hoang,tuan.hoang1542,tuan.hoang1542@student.sims.edu,,2004-01-04,555-7984,129 Le Loi,Hue,Electronics
Nga,Huynh,nga.huynh1543,nga.huynh1543@student.sims.edu,,2004-01-12,555-7057,50 Le Loi,Ho Chi Minh,Computer Science
Ha,Ho,ha.ho1544,ha.ho1544@student.sims.edu,,2003-07-14,555-1248,743 Tran Phu,Da Nang,Business
Trang,Ngo,trang.ngo1545,trang.ngo1545@student.sims.edu,,2002-02-23,555-4882,561 Le Loi,Hue,Computer Science
Ha,Le,ha.le1546,ha.le1546@student.sims.edu,,2004-03-27,555-8246,745 Tran Phu,Can Tho,Business
Bao,Le,bao.le1547,bao.le1547@student.sims.edu,,2005-10-19,555-5792,646 Le Loi,Da Nang,Physics
Linh,Tran,linh.tran1548,linh.tran1548@student.sims.edu,,2002-01-17,555-7517,119 Hai Ba Trung,Can Tho,Computer Science
Hai,Tran,hai.tran1549,hai.tran1549@student.sims.edu,,2004-03-05,555-3814,119 Le Loi,Can Tho,Information Technology
Ha,Pham,ha.pham1550,ha.pham1550@student.sims.edu,,2002-05-18,555-6942,398 Tran Phu,Da Nang,Computer Science
Tuan,Ly,tuan.ly1551,tuan.ly1551@student.sims.edu,,2001-01-15,555-6473,127 Nguyen Hue,Can Tho,Information Technology
Hai,Hoang,hai.hoang1552,hai.hoang1552@student.sims.edu,,2003-06-20,555-9733,797 Tran Phu,Da Nang,Computer Science
Khanh,Bui,khanh.bui1553,khanh.bui1553@student.sims.edu,,2002-01-07,555-3999,971 Nguyen Hue,Ha Noi,Information Technology
Ngoc,Huynh,ngoc.huynh1554,ngoc.huynh1554@student.sims.edu,,2005-11-12,555-2963,877 Le Loi,Ha Noi,Mathematics
Thu,Le,thu.le1555,thu.le1555@student.sims.edu,,2004-11-02,555-2811,637 Tran Phu,Ho Chi Minh,Business
Thao,Bui,thao.bui1556,thao.bui1556@student.sims.edu,,2005-09-06,555-5908,492 Hai Ba Trung,Da Nang,Mathematics
Nam,Dang,nam.dang1557,nam.dang1557@student.sims.edu,,2003-11-24,555-3631,868 Le Loi,Nha Trang,Electronics
Bao,Le,bao.le1558,bao.le1558@student.sims.edu,,2001-06-26,555-6563,527 Tran Phu,Hue,Electronics
Giang,Do,giang.do1559,giang.do1559@student.sims.edu,,2005-05-15,555-5256,603 Nguyen Hue,Hai Phong,Electronics
Thao,Huynh,thao.huynh1560,thao.huynh1560@student.sims.edu,,2004-07-06,555-9256,653 Nguyen Hue,Hai Phong,Business
Bao,Dang,bao.dang1561,bao.dang1561@student.sims.edu,,2002-08-14,555-1326,289 Le Loi,Hue,Computer Science
Nam,Ngo,nam.ngo1562,nam.ngo1562@student.sims.edu,,2005-05-28,555-1911,653 Hai Ba Trung,Da Nang,Computer Science
Binh,Vu,binh.vu1563,binh.vu1563@student.sims.edu,,2003-04-03,555-6331,32 Nguyen Hue,Ha Noi,Electronics
Tuan,Vu,tuan.vu1564,tuan.vu1564@student.sims.edu,,2003-03-14,555-1738,613 Hai Ba Trung,Da Nang,Business
Bao,Bui,bao.bui1565,bao.bui1565@student.sims.edu,,2003-04-15,555-4330,857 Tran Phu,Da Nang,Information Technology
Mai,Duong,mai.duong1566,mai.duong1566@student.sims.edu,,2001-08-20,555-2697,208 Nguyen Hue,Ha Noi,Information Technology
Tuan,Nguyen,tuan.nguyen1567,tuan.nguyen1567@student.sims.edu,,2001-11-26,555-5422,617 Nguyen Hue,Ho Chi Minh,Electronics
Khanh,Ngo,khanh.ngo1568,khanh.ngo1568@student.sims.edu,,2005-10-23,555-3514,390 Nguyen Hue,Hue,Information Technology
Dung,Huynh,dung.huynh1569,dung.huynh1569@student.sims.edu,,2003-03-23,555-4859,404 Tran Phu,Can Tho,Computer Science
Thao,Pham,thao.pham1570,thao.pham1570@student.sims.edu,,2001-01-06,555-3931,41 Tran Phu,Ho Chi Minh,Computer Science
Yen,Ly,yen.ly1571,yen.ly1571@student.sims.edu,,2002-05-21,555-8727,20 Le Loi,Ho Chi Minh,Computer Science
Chi,Do,chi.do1572,chi.do1572@student.sims.edu,,2005-07-26,555-9065,672 Tran Phu,Ho Chi Minh,Information Technology
Nga,Do,nga.do1573,nga.do1573@student.sims.edu,,2003-03-11,555-5493,879 Nguyen Hue,Hai Phong,Computer Science
Quang,Ngo,quang.ngo1574,quang.ngo1574@student.sims.edu,,2002-10-07,555-3422,455 Le Loi,Ho Chi Minh,Information Technology
Nam,Duong,nam.duong1575,nam.duong1575@student.sims.edu,,2002-03-13,555-8457,856 Hai Ba Trung,Hue,Electronics
Lan,Duong,lan.duong1576,lan.duong1576@student.sims.edu,,2001-12-10,555-9349,943 Tran Phu,Ho Chi Minh,Mathematics
Phong,Tran,phong.tran1577,phong.tran1577@student.sims.edu,,2001-06-05,555-3791,596 Hai Ba Trung,Ho Chi Minh,Computer Science
Hai,Do,hai.do1578,hai.do1578@student.sims.edu,,2001-05-22,555-6922,780 Nguyen Hue,Can Tho,Mathematics
Son,Ngo,son.ngo1579,son.ngo1579@student.sims.edu,,2004-08-05,555-3662,425 Le Loi,Ha Noi,Business
Son,Huynh,son.huynh1580,son.huynh1580@student.sims.edu,,2003-05-23,555-6170,964 Hai Ba Trung,Nha Trang,Computer Science
Dung,Duong,dung.duong1581,dung.duong1581@student.sims.edu,,2001-10-04,555-4987,415 Tran Phu,Hue,Information Technology
Hoa,Ly,hoa.ly1582,hoa.ly1582@student.sims.edu,,2001-08-26,555-3348,101 Hai Ba Trung,Hai Phong,Electronics
Lan,Ngo,lan.ngo1583,lan.ngo1583@student.sims.edu,,2005-11-01,555-4139,720 Hai Ba Trung,Hue,Information Technology
Dung,Huynh,dung.huynh1584,dung.huynh1584@student.sims.edu,,2002-07-04,555-3746,88 Hai Ba Trung,Hai Phong,Business
Quang,Ho,quang.ho1585,quang.ho1585@student.sims.edu,,2004-11-21,555-6683,651 Le Loi,Can Tho,Electronics
Tam,Vo,tam.vo1586,tam.vo1586@student.sims.edu,,2004-08-07,555-9133,179 Hai Ba Trung,Hue,Physics
An,Pham,an.pham1587,an.pham1587@student.sims.edu,,2005-09-01,555-4928,852 Nguyen Hue,Nha Trang,Physics
Hoa,Dang,hoa.dang1588,hoa.dang1588@student.sims.edu,,2001-01-24,555-1249,792 Nguyen Hue,Can Tho,Computer Science
Phong,Le,phong.le1589,phong.le1589@student.sims.edu,,2004-09-21,555-7711,990 Le Loi,Da Nang,Physics
Duc,Vu,duc.vu1590,duc.vu1590@student.sims.edu,,2003-01-01,555-7386,835 Tran Phu,Nha Trang,Information Technology
Thu,Ngo,thu.ngo1591,thu.ngo1591@student.sims.edu,,2005-11-19,555-3297,336 Tran Phu,Ha Noi,Computer Science
Hai,Nguyen,hai.nguyen1592,hai.nguyen1592@student.sims.edu,,2002-12-22,555-9737,986 Tran Phu,Nha Trang,Business
Chi,Bui,chi.bui1593,chi.bui1593@student.sims.edu,,2002-02-08,555-8201,315 Nguyen Hue,Ha Noi,Electronics
An,Ngo,an.ngo1594,an.ngo1594@student.sims.edu,,2004-08-06,555-7884,53 Hai Ba Trung,Hue,Mathematics
Mai,Tran,mai.tran1595,mai.tran1595@student.sims.edu,,2002-03-12,555-3555,890 Hai Ba Trung,Nha Trang,Computer Science
Khanh,Duong,khanh.duong1596,khanh.duong1596@student.sims.edu,,2002-01-11,555-8472,123 Hai Ba Trung,Can Tho,Information Technology
Quang,Bui,quang.bui1597,quang.bui1597@student.sims.edu,,2003-02-13,555-1729,432 Tran Phu,Hai Phong,Physics
Linh,Le,linh.le1598,linh.le1598@student.sims.edu,,2001-08-01,555-4764,445 Hai Ba Trung,Ho Chi Minh,Electronics
Son,Bui,son.bui1599,son.bui1599@student.sims.edu,,2003-06-04,555-6389,784 Nguyen Hue,Ha Noi,Information Technology
Giang,Hoang,giang.hoang1600,giang.hoang1600@student.sims.edu,,2001-12-25,555-4551,151 Nguyen Hue,Ha Noi,Information Technology
